FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,228,0.431,4.00836e+07,24.9479,8, 1.52218e-11,,2.26874e-12,6.09028e-12,1.52218e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,232,0.357,6.13199e+07,16.3079,8, 1.73941e-11,,3.00375e-12,6.27311e-12,1.73941e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,236,0.319,6.97933e+07,14.328,8, 1.68119e-11,,3.30055e-12,6.71605e-12,1.68119e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,240,0.331,4.64787e+07,21.5153,8, 9.98589e-12,,3.34642e-12,7.03737e-12,9.98589e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,244,0.39,6.87647e+07,14.5423,8, 1.34304e-11,,3.22111e-12,7.27901e-12,1.34304e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,248,0.37,5.36663e+07,18.6337,8, 1.6209e-11,,2.97622e-12,7.70106e-12,1.6209e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,252,0.418,5.38315e+07,18.5765,8, 1.70149e-11,,2.65797e-12,7.87655e-12,1.70149e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,256,0.281,5.42173e+07,18.4443,8, 1.38795e-11,,2.30368e-12,8.00405e-12,1.38795e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,260,0.345,6.17473e+07,16.195,8, 1.16532e-11,,2.13911e-12,8.12551e-12,1.16532e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,264,0.415,5.8998e+07,16.9497,8, 1.47537e-11,,2.83264e-12,8.22901e-12,1.47537e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,268,0.522,1.15654e+08,8.64646,8, 1.65394e-11,,3.11788e-12,8.20739e-12,1.65394e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,272,0.45,6.45676e+07,15.4876,8, 1.55161e-11,,3.1659e-12,8.03922e-12,1.55161e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,276,0.576,9.91458e+07,10.0862,8, 9.92242e-12,,3.05014e-12,7.79138e-12,9.92242e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,280,0.561,6.93914e+07,14.411,8, 1.31367e-11,,2.82174e-12,7.63932e-12,1.31367e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,284,0.568,1.02471e+08,9.75887,8, 1.5593e-11,,2.52071e-12,7.06302e-12,1.5593e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,288,0.385,6.36403e+07,15.7133,8, 1.60211e-11,,2.18653e-12,6.59735e-12,1.60211e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,292,0.618,1.50821e+08,6.63036,8, 1.2341e-11,,2.02858e-12,5.77153e-12,1.2341e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,296,0.466,9.61423e+07,10.4012,8, 1.14937e-11,,2.68843e-12,4.62862e-12,1.14937e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,300,0.553,8.04696e+07,12.427,8, 1.43444e-11,,2.96261e-12,4.90487e-12,1.43444e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,304,0.516,9.15084e+07,10.928,8, 1.57799e-11,,3.01063e-12,5.12268e-12,1.57799e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,308,0.377,8.06235e+07,12.4033,8, 1.43365e-11,,2.90389e-12,5.55537e-12,1.43365e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,312,0.435,8.94683e+07,11.1771,8, 9.86672e-12,,2.68766e-12,5.63635e-12,9.86672e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,316,0.705,1.6918e+08,5.91087,8, 1.289e-11,,2.40373e-12,6.13939e-12,1.289e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,320,0.522,8.9726e+07,11.145,8, 1.50369e-11,,2.08519e-12,6.52829e-12,1.50369e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,324,0.439,9.13537e+07,10.9465,8, 1.50968e-11,,1.93434e-12,6.62464e-12,1.50968e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,328,0.579,1.3569e+08,7.36973,8, 1.08838e-11,,2.56328e-12,6.92196e-12,1.08838e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,332,0.82,1.72479e+08,5.7978,8, 1.1359e-11,,2.82689e-12,7.18831e-12,1.1359e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,336,0.625,9.84905e+07,10.1533,8, 1.39592e-11,,2.87604e-12,7.03883e-12,1.39592e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,340,0.672,1.06774e+08,9.36562,8, 1.5071e-11,,2.77637e-12,7.39605e-12,1.5071e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,344,0.586,1.46358e+08,6.83256,8, 1.32366e-11,,2.57082e-12,7.27771e-12,1.32366e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,348,0.705,1.35608e+08,7.37418,8, 9.83706e-12,,2.29969e-12,7.45357e-12,9.83706e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,352,0.645,1.25421e+08,7.97312,8, 1.26672e-11,,1.99567e-12,7.3061e-12,1.26672e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,356,0.899,2.17587e+08,4.59586,8, 1.45402e-11,,1.85203e-12,7.23558e-12,1.45402e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,360,0.736,1.14565e+08,8.72865,8, 1.4234e-11,,2.45401e-12,6.80197e-12,1.4234e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,364,0.468,1.12635e+08,8.87821,8, 9.41018e-12,,2.70929e-12,6.32586e-12,9.41018e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,368,0.687,1.39034e+08,7.19251,8, 1.12512e-11,,2.75741e-12,5.82924e-12,1.12512e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,372,0.761,1.50536e+08,6.64293,8, 1.36063e-11,,2.66268e-12,5.15346e-12,1.36063e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,376,0.738,1.72929e+08,5.78272,8, 1.44147e-11,,2.46822e-12,4.1941e-12,1.44147e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,380,0.761,1.47581e+08,6.77592,8, 1.21768e-11,,2.20807e-12,4.50992e-12,1.21768e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,384,0.581,1.31031e+08,7.63177,8, 9.79875e-12,,1.91619e-12,4.83288e-12,9.79875e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,388,1.25,2.80124e+08,3.56984,8, 1.24381e-11,,1.77875e-12,5.02394e-12,1.24381e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,392,0.459,1.33871e+08,7.46987,8, 1.40544e-11,,2.35829e-12,5.2925e-12,1.40544e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,396,0.8,1.52858e+08,6.54203,8, 1.34208e-11,,2.60302e-12,5.56178e-12,1.34208e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,400,0.607,1.52638e+08,6.55143,8, 8.38862e-12,,2.65301e-12,5.96077e-12,8.38862e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,404,1.201,3.04385e+08,3.28531,8, 1.11408e-11,,2.56363e-12,6.09596e-12,1.11408e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,408,1.019,1.56743e+08,6.37988,8, 1.32848e-11,,2.37606e-12,6.28263e-12,1.32848e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,412,1.284,3.15016e+08,3.17444,8, 1.37912e-11,,2.12731e-12,6.33319e-12,1.37912e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,416,0.633,1.49698e+08,6.68011,8, 1.11423e-11,,1.84675e-12,6.50411e-12,1.11423e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,420,1.222,1.5627e+08,6.39917,8, 9.7606e-12,,1.71431e-12,6.68143e-12,9.7606e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,424,0.904,2.35952e+08,4.23816,8, 1.22361e-11,,2.27259e-12,6.54807e-12,1.22361e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,428,1.381,3.28877e+08,3.04065,8, 1.35957e-11,,2.51158e-12,6.65542e-12,1.35957e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,432,0.641,1.54822e+08,6.45905,8, 1.26291e-11,,2.559e-12,6.69151e-12,1.26291e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,436,1.512,3.56325e+08,2.80643,8, 8.40595e-12,,2.47389e-12,6.52078e-12,8.40595e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,440,0.935,1.78411e+08,5.60502,8, 1.10254e-11,,2.29425e-12,6.0509e-12,1.10254e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,444,1.028,2.17023e+08,4.6078,8, 1.29745e-11,,2.05433e-12,5.93512e-12,1.29745e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,448,0.695,1.49867e+08,6.67259,8, 1.31967e-11,,1.78306e-12,5.3317e-12,1.31967e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,452,1.53,3.94439e+08,2.53525,8, 1.01179e-11,,1.65615e-12,4.57843e-12,1.01179e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,456,1.141,1.82701e+08,5.47343,8, 9.75548e-12,,2.19555e-12,3.89532e-12,9.75548e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,460,1.016,2.09455e+08,4.7743,8, 1.20476e-11,,2.42689e-12,4.09774e-12,1.20476e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,464,1.154,2.57318e+08,3.88625,8, 1.31465e-11,,2.47439e-12,4.30621e-12,1.31465e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,468,0.885,1.77827e+08,5.62343,8, 1.18808e-11,,2.39337e-12,4.6539e-12,1.18808e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,472,1.417,3.05499e+08,3.27333,8, 8.43515e-12,,2.22068e-12,4.83214e-12,8.43515e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,476,0.937,2.15249e+08,4.64578,8, 1.09442e-11,,1.98811e-12,5.09246e-12,1.09442e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,480,0.875,1.89146e+08,5.28691,8, 1.26608e-11,,1.72711e-12,5.36779e-12,1.26608e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,484,0.922,2.06418e+08,4.84454,8, 1.25778e-11,,1.60268e-12,5.57332e-12,1.25778e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,488,1.257,3.20358e+08,3.1215,8, 9.07817e-12,,2.12626e-12,5.7294e-12,9.07817e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,492,1.233,2.72723e+08,3.66673,8, 9.72444e-12,,2.34861e-12,5.90636e-12,9.72444e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,496,1.096,2.50053e+08,3.99915,8, 1.18394e-11,,2.39842e-12,6.04284e-12,1.18394e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,500,0.809,1.95496e+08,5.11519,8, 1.27168e-11,,2.31937e-12,6.2949e-12,1.27168e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,504,1.011,2.34611e+08,4.26238,8, 1.11124e-11,,2.15334e-12,6.38833e-12,1.11124e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,508,1.451,5.3422e+08,1.87189,8, 8.47377e-12,,1.92773e-12,6.06757e-12,8.47377e-12,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,512,0.834,1.75081e+08,5.71163,8, 1.08501e-11,,1.67524e-12,6.24782e-12,1.08501e-11,
Smooth exp(-Ar^2-b*rho^2),DCT+Bessel+IDCT; on padded grid    ,516,1.334,2.99244e+08,3.34176,8, 1.23381e-11,,1.55492e-12,5.77795e-12,1.23381e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,8,0.029,55761,17933.7,8, 0.692435,,0.670663,0.692435,0.677015,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,12,0.033,245762,4068.98,8, 0.239812,,0.239812,0.197559,0.204463,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,16,0.075,770026,1298.66,8, 0.0614392,,0.0597624,0.0614392,0.0583091,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,20,0.073,2.45764e+06,406.894,8, 0.011308,,0.0109348,0.0101213,0.011308,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,24,0.093,6.66801e+06,149.97,8, 0.0019714,,0.00177997,0.00171022,0.0019714,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,28,0.133,1.01375e+07,98.6433,8, 0.00039512,,0.000199943,0.00039512,0.000261599,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,32,0.154,2.35691e+07,42.4284,8, 3.1775e-05,,1.50327e-05,2.78867e-05,3.1775e-05,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,36,0.266,2.78794e+07,35.8688,8, 2.90858e-06,,5.99514e-07,2.90858e-06,2.6313e-06,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,40,0.443,5.07996e+07,19.6852,8, 3.63794e-07,,3.86566e-08,3.63794e-07,2.20994e-07,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,44,0.436,6.19095e+07,16.1526,8, 1.39764e-08,,5.11908e-09,1.25458e-08,1.39764e-08,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,48,0.517,9.75637e+07,10.2497,8, 1.11919e-09,,4.87089e-10,1.11919e-09,8.03418e-10,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,52,0.657,8.53882e+07,11.7112,8, 6.09446e-11,,3.16489e-11,6.09446e-11,3.77793e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,56,0.715,1.90128e+08,5.2596,8, 2.57402e-11,,4.99742e-12,1.01463e-11,2.57402e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,60,1.007,1.62041e+08,6.17128,8, 2.45788e-11,,4.28283e-12,5.55136e-12,2.45788e-11,
