FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,64,2.915,3.13728e+06,318.747,8, 2.2946e-05,,2.2946e-05,1.03376e-05,1.18131e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,68,3.672,3.55125e+06,281.591,8, 1.36715e-05,,1.36715e-05,8.78288e-06,1.28963e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,72,4.562,4.3461e+06,230.091,8, 9.70003e-06,,9.19614e-06,7.3662e-06,9.70003e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,76,5.23,4.76144e+06,210.02,8, 7.66304e-06,,7.66304e-06,6.12559e-06,4.69522e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,80,6.585,5.37919e+06,185.902,8, 7.21992e-06,,7.21992e-06,5.05965e-06,3.77809e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,84,6.688,6.05245e+06,165.222,8, 6.82136e-06,,6.82136e-06,4.15302e-06,4.39858e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,88,8.342,6.39638e+06,156.338,8, 6.067e-06,,6.067e-06,3.38713e-06,4.13897e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,92,8.676,7.43884e+06,134.43,8, 4.95465e-06,,4.95465e-06,2.74925e-06,2.59784e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,96,9.927,1.04263e+07,95.9113,8, 3.68809e-06,,3.68809e-06,2.22687e-06,1.63217e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,100,11.373,9.0191e+06,110.876,8, 2.60626e-06,,2.60626e-06,1.78625e-06,1.66191e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,104,13.916,1.02678e+07,97.3921,8, 2.03652e-06,,2.03652e-06,1.42012e-06,1.92356e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,108,15.174,1.0901e+07,91.7347,8, 1.83199e-06,,1.83199e-06,1.12034e-06,1.51733e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,112,16.725,1.19547e+07,83.6494,8, 1.77396e-06,,1.77396e-06,8.79363e-07,8.57712e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,116,19.379,1.3088e+07,76.4056,8, 1.70995e-06,,1.70995e-06,6.97624e-07,7.78918e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,120,20.922,1.41431e+07,70.7061,8, 1.56724e-06,,1.56724e-06,5.62554e-07,9.44695e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,124,23.911,1.57811e+07,63.3671,8, 1.33876e-06,,1.33876e-06,4.92644e-07,9.019e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,128,24.526,1.70548e+07,58.6346,8, 1.06364e-06,,1.06364e-06,4.34792e-07,5.95038e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,132,27.809,1.90495e+07,52.4949,8, 8.20552e-07,,8.20552e-07,3.84993e-07,4.33869e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,136,31.335,2.067e+07,48.3794,8, 6.90194e-07,,6.90194e-07,3.40637e-07,4.6631e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,140,33.939,2.27481e+07,43.9596,8, 6.44528e-07,,6.44528e-07,3.03946e-07,5.37246e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,144,36.496,2.45537e+07,40.7271,8, 6.32844e-07,,6.32844e-07,2.92593e-07,4.25659e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,148,39.672,2.8697e+07,34.8469,8, 6.16011e-07,,6.16011e-07,2.83386e-07,2.71144e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,152,43.667,2.88319e+07,34.6838,8, 5.73418e-07,,5.73418e-07,2.72174e-07,2.5662e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,156,44.585,3.09001e+07,32.3623,8, 5.02377e-07,,5.02377e-07,2.5923e-07,3.16693e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,160,49.456,3.56112e+07,28.0811,8, 4.14964e-07,,4.14964e-07,2.43728e-07,2.98598e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,164,54.905,3.85705e+07,25.9266,8, 3.37341e-07,,3.37341e-07,2.26043e-07,2.02161e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,168,59.163,3.85704e+07,25.9266,8, 2.96056e-07,,2.96056e-07,2.06816e-07,1.61999e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,172,62.189,4.3785e+07,22.8389,8, 2.82483e-07,,2.82483e-07,1.86644e-07,1.8239e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,176,69.361,4.71711e+07,21.1994,8, 2.79699e-07,,2.79699e-07,1.6637e-07,2.04575e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,180,74.402,5.05518e+07,19.7817,8, 2.73922e-07,,2.73922e-07,1.46592e-07,1.61162e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,184,79.794,5.37446e+07,18.6065,8, 2.57511e-07,,2.57511e-07,1.27846e-07,1.1139e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,188,83.275,5.6553e+07,17.6825,8, 2.29404e-07,,2.29404e-07,1.10605e-07,1.09217e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,192,93.198,5.98269e+07,16.7149,8, 1.94495e-07,,1.94495e-07,9.51885e-08,1.35266e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,196,96.004,6.35786e+07,15.7286,8, 1.63662e-07,,1.63662e-07,8.18556e-08,1.25224e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,200,104.896,6.73067e+07,14.8574,8, 1.47588e-07,,1.47588e-07,7.11429e-08,8.65953e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,204,110.929,7.14918e+07,13.9876,8, 1.42769e-07,,1.42769e-07,6.39153e-08,7.40019e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,208,117.298,7.56306e+07,13.2222,8, 1.42151e-07,,1.42151e-07,5.92721e-08,8.62481e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,212,128.753,7.74566e+07,12.9105,8, 1.39809e-07,,1.39809e-07,5.49775e-08,9.37685e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,216,138.962,8.27312e+07,12.0873,8, 1.32362e-07,,1.32362e-07,5.11205e-08,7.35069e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,220,149.789,8.69606e+07,11.4995,8, 1.19346e-07,,1.19346e-07,4.82872e-08,5.40852e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,224,157.902,9.28161e+07,10.774,8, 1.03108e-07,,1.03108e-07,4.78441e-08,5.48747e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,228,166.021,9.74626e+07,10.2604,8, 8.89005e-08,,8.89005e-08,4.75662e-08,6.72392e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,232,171.476,1.03577e+08,9.65463,8, 8.16801e-08,,8.16801e-08,4.70994e-08,6.10043e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,236,181.699,1.08382e+08,9.22661,8, 7.97583e-08,,7.97583e-08,4.61886e-08,4.29371e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,240,192.963,1.14085e+08,8.76543,8, 7.9725e-08,,7.9725e-08,4.47671e-08,3.86378e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,244,202.007,1.21027e+08,8.26262,8, 7.86618e-08,,7.86618e-08,4.29263e-08,4.61945e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,248,218.098,1.27899e+08,7.81865,8, 7.48734e-08,,7.48734e-08,4.06923e-08,4.8781e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,252,226.343,1.33485e+08,7.49145,8, 6.81374e-08,,6.81374e-08,3.79322e-08,3.79135e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,256,241.429,1.41803e+08,7.05205,8, 5.9714e-08,,5.9714e-08,3.49334e-08,2.9318e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,260,253.81,1.47262e+08,6.79061,8, 5.24255e-08,,5.24255e-08,3.19013e-08,3.09235e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,264,271.752,1.57841e+08,6.33549,8, 4.88241e-08,,4.88241e-08,2.89396e-08,3.70444e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,268,282.426,1.68411e+08,5.93784,8, 4.79973e-08,,4.79973e-08,2.60791e-08,3.30658e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,272,295.441,1.66931e+08,5.99051,8, 4.81149e-08,,4.81149e-08,2.32374e-08,2.38063e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,276,331.963,1.78944e+08,5.58835,8, 4.75906e-08,,4.75906e-08,2.06883e-08,2.22241e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,280,367.316,1.88689e+08,5.29973,8, 4.54939e-08,,4.54939e-08,1.85659e-08,2.69599e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,284,339.711,1.97614e+08,5.06038,8, 4.17062e-08,,4.17062e-08,1.69403e-08,2.75939e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,288,443.484,2.01097e+08,4.97273,8, 3.69667e-08,,3.69667e-08,1.58335e-08,2.13129e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,292,439.061,2.09689e+08,4.76896,8, 3.29089e-08,,3.29089e-08,1.50458e-08,1.74039e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,296,608.754,2.26401e+08,4.41693,8, 3.09627e-08,,3.09627e-08,1.42933e-08,1.90905e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,300,757.454,2.36997e+08,4.21946,8, 3.0592e-08,,3.0592e-08,1.40408e-08,2.20999e-08,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,8,0.211,210222,4756.88,8, 0.692435,,0.670663,0.692435,0.677015,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,12,0.057,214422,4663.7,8, 0.239812,,0.239812,0.197559,0.204463,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,16,0.066,171841,5819.33,8, 0.0614392,,0.0597624,0.0614392,0.0583091,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,20,0.083,319508,3129.81,8, 0.011308,,0.0109348,0.0101213,0.011308,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,24,0.09,303980,3289.69,8, 0.0019714,,0.00177997,0.00171022,0.0019714,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,28,0.156,403721,2476.96,8, 0.00039512,,0.000199943,0.00039512,0.000261599,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,32,0.168,601243,1663.22,8, 3.1775e-05,,1.50327e-05,2.78867e-05,3.1775e-05,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,36,0.25,557878,1792.51,8, 2.90858e-06,,5.99514e-07,2.90858e-06,2.6313e-06,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,40,0.424,700243,1428.08,8, 3.63794e-07,,3.86566e-08,3.63794e-07,2.20994e-07,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,44,0.542,938867,1065.11,8, 1.39764e-08,,5.11908e-09,1.25458e-08,1.39764e-08,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,48,0.719,1.1775e+06,849.256,8, 1.11919e-09,,4.8709e-10,1.11919e-09,8.03418e-10,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,52,0.911,1.32605e+06,754.119,8, 6.09443e-11,,3.16497e-11,6.09443e-11,3.77793e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,56,1.11,1.57107e+06,636.51,8, 2.57401e-11,,4.99746e-12,1.01454e-11,2.57401e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,60,1.475,2.4119e+06,414.612,8, 2.45788e-11,,4.28284e-12,5.55145e-12,2.45788e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,64,1.901,2.4082e+06,415.248,8, 1.36481e-11,,3.74755e-12,6.19748e-12,1.36481e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,68,2.364,3.64966e+06,273.998,8, 1.89491e-11,,3.74786e-12,6.90089e-12,1.89491e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,72,2.997,4.40595e+06,226.966,8, 2.35175e-11,,4.81284e-12,7.63089e-12,2.35175e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,76,3.604,4.29721e+06,232.709,8, 2.47649e-11,,5.11975e-12,8.20076e-12,2.47649e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,80,4.217,6.31195e+06,158.43,8, 1.5386e-11,,5.06414e-12,8.97088e-12,1.5386e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,84,5.23,8.93211e+06,111.956,8, 1.6762e-11,,4.79118e-12,9.45399e-12,1.6762e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,88,6.227,7.76112e+06,128.847,8, 2.13896e-11,,4.38202e-12,9.98878e-12,2.13896e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,92,7.41,8.5343e+06,117.174,8, 2.38433e-11,,3.89499e-12,1.04511e-11,2.38433e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,96,9.664,1.04434e+07,95.7544,8, 2.05658e-11,,3.37672e-12,1.08372e-11,2.05658e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,100,10.127,1.15731e+07,86.407,8, 1.44594e-11,,3.22378e-12,1.103e-11,1.44594e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,104,12.505,1.5955e+07,62.6763,8, 1.90783e-11,,4.21306e-12,1.12628e-11,1.90783e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,108,13.682,1.85896e+07,53.7935,8, 2.23686e-11,,4.55196e-12,1.12459e-11,2.23686e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,112,15.929,1.8611e+07,53.7317,8, 2.19067e-11,,4.55176e-12,1.13427e-11,2.19067e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,116,18.983,2.085e+07,47.9617,8, 1.21883e-11,,4.33477e-12,1.09045e-11,1.21883e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,120,20.733,2.35877e+07,42.395,8, 1.67007e-11,,3.97794e-12,1.05341e-11,1.67007e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,124,24.113,2.73852e+07,36.516,8, 2.04964e-11,,3.53673e-12,9.8294e-12,2.04964e-11,
