function_name, calculator,N,init_time, calc_time, calc_hz, bytes, max_error, blank_column, err1, err2, err3, Blank
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,424,0.23,5.03496e+07,19.8611,8, 0.832921,,0.758438,0.817125,0.832921,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,428,0.44,8.45524e+07,11.827,8, 0.83306,,0.758249,0.817206,0.83306,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,432,0.205,2.66965e+07,37.4581,8, 0.833196,,0.758064,0.817286,0.833196,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,436,0.485,9.26091e+07,10.7981,8, 0.833328,,0.757882,0.817364,0.833328,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,440,0.252,2.82016e+07,35.4589,8, 0.832793,,0.757704,0.817441,0.832793,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,444,0.244,4.77883e+07,20.9256,8, 0.832928,,0.75753,0.817516,0.832928,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,448,0.153,2.55693e+07,39.1094,8, 0.83306,,0.757358,0.817591,0.83306,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,452,0.453,9.55706e+07,10.4635,8, 0.83319,,0.758479,0.817663,0.83319,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,456,0.388,4.00404e+07,24.9748,8, 0.832674,,0.758301,0.817735,0.832674,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,460,0.232,4.24011e+07,23.5843,8, 0.832806,,0.758127,0.817805,0.832806,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,464,0.238,4.744e+07,21.0793,8, 0.832934,,0.757955,0.815984,0.832934,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,468,0.235,3.30525e+07,30.2549,8, 0.833061,,0.757787,0.816067,0.833061,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,472,0.323,6.91727e+07,14.4566,8, 0.833184,,0.757622,0.816149,0.833184,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,476,0.245,4.43528e+07,22.5465,8, 0.832691,,0.75746,0.81623,0.832691,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,480,0.454,3.42099e+07,29.2313,8, 0.832817,,0.7573,0.81631,0.832817,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,484,0.228,3.98987e+07,25.0635,8, 0.83294,,0.758347,0.816388,0.83294,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,488,0.338,7.63187e+07,13.103,8, 0.833061,,0.758182,0.816465,0.833061,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,492,0.298,6.33996e+07,15.773,8, 0.832584,,0.75802,0.816541,0.832584,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,496,0.268,5.67499e+07,17.6212,8, 0.832706,,0.757861,0.816615,0.832706,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,500,0.233,3.56965e+07,28.014,8, 0.832827,,0.757704,0.816689,0.832827,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,504,0.384,3.86723e+07,25.8583,8, 0.832945,,0.75755,0.816761,0.832945,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,508,0.685,1.3484e+08,7.41617,8, 0.832483,,0.757399,0.816832,0.832483,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,512,0.255,3.91673e+07,25.5315,8, 0.832603,,0.75725,0.816902,0.832603,
Nonsmooth_sqrt,DCT+Bessel+IDCT                    ,516,0.363,7.07576e+07,14.1328,8, 0.832721,,0.758231,0.816971,0.832721,
