FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,16,0.04,127211,7860.96,8, 0.226154,,0.226154,0.172341,0.177257,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,20,0.044,164067,6095.07,8, 0.133817,,0.133817,0.0873799,0.106037,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,24,0.056,174693,5724.33,8, 0.151253,,0.0725848,0.0748252,0.151253,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,28,0.065,154396,6476.85,8, 0.140176,,0.0326052,0.0632784,0.140176,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,32,0.059,149729,6678.73,8, 0.0664518,,0.00859651,0.0582343,0.0664518,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,36,0.062,174356,5735.39,8, 0.0567508,,0.0567508,0.0515696,0.0382994,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,40,0.119,214342,4665.44,8, 0.0590504,,0.0590504,0.0433342,0.0572677,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,44,0.128,228839,4369.88,8, 0.0498321,,0.0498321,0.0397137,0.0363609,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,48,0.227,253688,3941.85,8, 0.0479461,,0.0371243,0.0317729,0.0479461,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,52,0.242,271090,3688.81,8, 0.0242294,,0.0242294,0.0209756,0.0171082,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,56,0.329,320985,3115.41,8, 0.0279435,,0.0126459,0.0157086,0.0279435,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,60,0.361,331547,3016.16,8, 0.030447,,0.00322269,0.0237876,0.030447,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,64,0.428,356956,2801.47,8, 0.0432505,,0.00682585,0.0335824,0.0432505,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,68,0.497,404145,2474.36,8, 0.0265041,,0.0169187,0.0265041,0.0160425,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,72,0.67,428388,2334.33,8, 0.0208525,,0.0208525,0.0204293,0.0131264,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,76,0.721,488031,2049.05,8, 0.0212107,,0.0186929,0.0148614,0.0212107,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,80,0.868,529942,1887,8, 0.0146704,,0.0146704,0.0108375,0.00847181,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,84,0.969,575927,1736.33,8, 0.0183917,,0.00990249,0.00739809,0.0183917,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,88,1.072,653503,1530.21,8, 0.00670949,,0.00485488,0.0052814,0.00670949,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,92,1.224,704407,1419.63,8, 0.013736,,0.00157267,0.0053001,0.013736,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,96,1.407,784316,1275,8, 0.0122446,,0.00539787,0.00531133,0.0122446,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,100,1.485,873409,1144.94,8, 0.020388,,0.00800949,0.00632537,0.020388,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,104,1.635,958299,1043.52,8, 0.0106119,,0.0106119,0.00722809,0.00607009,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,108,1.851,1.04823e+06,953.987,8, 0.010025,,0.010025,0.00762036,0.00807772,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,112,2.155,1.13652e+06,879.883,8, 0.0115419,,0.00813691,0.00795508,0.0115419,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,116,2.343,1.24112e+06,805.725,8, 0.008111,,0.0055584,0.008111,0.00591403,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,120,2.58,1.36848e+06,730.739,8, 0.00909203,,0.0024263,0.00747252,0.00909203,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,124,2.817,1.4892e+06,671.499,8, 0.00662682,,0.00115863,0.00662682,0.00360907,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,128,3.049,1.64184e+06,609.072,8, 0.0086747,,0.00416343,0.00556,0.0086747,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,132,3.442,1.81247e+06,551.734,8, 0.00620568,,0.00471148,0.00372077,0.00620568,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,136,3.797,2.00917e+06,497.718,8, 0.0117794,,0.00662395,0.00270754,0.0117794,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,140,3.968,2.1757e+06,459.623,8, 0.00641224,,0.00641224,0.00620466,0.00279317,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,144,4.241,2.37635e+06,420.813,8, 0.00967928,,0.00525354,0.00967928,0.00567236,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,148,4.668,2.61726e+06,382.079,8, 0.00770758,,0.00346458,0.00770758,0.00708273,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,152,5.064,2.82e+06,354.61,8, 0.00891466,,0.00138536,0.00602933,0.00891466,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,156,5.457,3.07732e+06,324.959,8, 0.00520161,,0.000924359,0.00453694,0.00520161,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,160,5.822,3.30235e+06,302.815,8, 0.0033109,,0.00322789,0.0033109,0.00297571,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,164,6.183,3.58403e+06,279.015,8, 0.00611439,,0.00312657,0.00235004,0.00611439,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,168,6.683,3.83367e+06,260.847,8, 0.00454419,,0.00454419,0.00154511,0.00331062,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,172,7.146,4.5431e+06,220.114,8, 0.00743838,,0.00448147,0.00147934,0.00743838,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,176,7.783,4.7886e+06,208.829,8, 0.00366567,,0.00366567,0.00198125,0.00161243,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,180,8.273,5.2019e+06,192.237,8, 0.00444354,,0.00242321,0.00249443,0.00444354,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,184,8.763,5.50534e+06,181.642,8, 0.00483353,,0.000907696,0.00297781,0.00483353,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,188,9.495,5.84717e+06,171.023,8, 0.0094091,,0.000796642,0.00328797,0.0094091,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,192,9.941,6.16092e+06,162.313,8, 0.00339258,,0.00264849,0.00339258,0.00305807,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,196,9.555,6.62959e+06,150.839,8, 0.00343183,,0.00220769,0.00343183,0.00253286,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,200,11.337,6.9163e+06,144.586,8, 0.00456578,,0.00335848,0.00329582,0.00456578,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,204,11.781,7.39877e+06,135.158,8, 0.00335941,,0.00335941,0.00294713,0.00157679,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,208,13.149,7.7564e+06,128.926,8, 0.00495566,,0.00274872,0.00248547,0.00495566,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,212,13.677,8.33492e+06,119.977,8, 0.0017909,,0.0017909,0.00168499,0.0010917,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,216,14.11,8.7352e+06,114.479,8, 0.0035222,,0.000613014,0.000955071,0.0035222,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,220,14.797,9.32142e+06,107.28,8, 0.00336947,,0.000744184,0.00307355,0.00336947,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,224,15.77,9.7362e+06,102.709,8, 0.00665419,,0.00219914,0.0049726,0.00665419,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,228,16.532,1.02764e+07,97.3107,8, 0.00401117,,0.00167446,0.00401117,0.0018732,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,232,17.429,1.06571e+07,93.834,8, 0.00314816,,0.00261428,0.00314816,0.00224561,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,236,19.873,1.12641e+07,88.7774,8, 0.00349508,,0.00260225,0.00234452,0.00349508,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,240,19.325,1.19388e+07,83.7605,8, 0.00213274,,0.00213274,0.00163897,0.000850211,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,244,19.771,1.25104e+07,79.9337,8, 0.003378,,0.00138725,0.00106292,0.003378,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,248,21.503,1.31148e+07,76.25,8, 0.000885366,,0.000434357,0.000703351,0.000885366,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,252,22.064,1.38927e+07,71.9804,8, 0.00293207,,0.000659191,0.000675137,0.00293207,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,256,20.938,1.40624e+07,71.1118,8, 0.00237638,,0.00186122,0.00107226,0.00237638,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,260,23.898,1.51059e+07,66.1995,8, 0.00484035,,0.00130407,0.00138222,0.00484035,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,264,23.776,1.64538e+07,60.7762,8, 0.00207994,,0.00207994,0.0016472,0.00110254,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,268,24.477,1.71365e+07,58.3548,8, 0.00209321,,0.00209321,0.00185468,0.00201282,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,272,25.521,1.80421e+07,55.4258,8, 0.00277374,,0.00172974,0.00196507,0.00277374,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,276,26.665,1.90923e+07,52.3772,8, 0.00201721,,0.00111561,0.00201721,0.00155219,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,280,27.988,1.99217e+07,50.1965,8, 0.00234338,,0.000314508,0.00195824,0.00234338,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,284,31.446,2.03189e+07,49.2153,8, 0.00175976,,0.000601654,0.00175976,0.000989926,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,288,30.475,2.14519e+07,46.616,8, 0.00247151,,0.00160557,0.00146236,0.00247151,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,292,31.579,2.29773e+07,43.5213,8, 0.0016306,,0.00104791,0.000983104,0.0016306,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,296,33.112,2.38648e+07,41.9028,8, 0.00360139,,0.00171921,0.000533635,0.00360139,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,300,35.162,2.52771e+07,39.5615,8, 0.00191001,,0.00173399,0.00191001,0.000656333,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,304,35.719,2.61854e+07,38.1892,8, 0.00313521,,0.00142853,0.00313521,0.00182929,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,308,38.352,2.7231e+07,36.7228,8, 0.00252009,,0.000901906,0.00252009,0.00221051,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,312,38.973,2.86218e+07,34.9384,8, 0.00303899,,0.000234508,0.00197227,0.00303899,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,316,39.863,2.97585e+07,33.6038,8, 0.00163646,,0.000536317,0.00146855,0.00163646,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,320,42.385,3.0558e+07,32.7246,8, 0.001399,,0.001399,0.00102479,0.00100983,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,324,43.706,3.24341e+07,30.8317,8, 0.00211316,,0.00086415,0.000667207,0.00211316,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,328,45.315,3.35961e+07,29.7653,8, 0.00143662,,0.00143662,0.000439018,0.00102783,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,332,48.098,3.53596e+07,28.2809,8, 0.0026989,,0.001459,0.000421885,0.0026989,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,336,50.617,3.61636e+07,27.6521,8, 0.00119975,,0.00119975,0.000697379,0.000400496,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,340,52.873,3.7721e+07,26.5104,8, 0.0016629,,0.000757957,0.000928916,0.0016629,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,344,54.5,3.85175e+07,25.9622,8, 0.00177974,,0.000185582,0.00110184,0.00177974,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,348,58.923,4.03399e+07,24.7893,8, 0.00374584,,0.000488962,0.00124229,0.00374584,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,352,60.596,4.20481e+07,23.7823,8, 0.00132286,,0.00124317,0.00132286,0.00112791,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,356,62.85,4.33621e+07,23.0616,8, 0.00134057,,0.000724247,0.00134057,0.00102714,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,360,64.392,4.58647e+07,21.8033,8, 0.00181637,,0.00122808,0.00130406,0.00181637,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,364,67.543,4.77067e+07,20.9614,8, 0.00125325,,0.00125325,0.00118734,0.00052113,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,368,70.208,4.88981e+07,20.4507,8, 0.00204116,,0.00102834,0.000982635,0.00204116,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,372,73.772,5.15179e+07,19.4107,8, 0.000662014,,0.000642645,0.000662014,0.000351433,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,376,76.01,5.34202e+07,18.7195,8, 0.00150921,,0.000142542,0.000320422,0.00150921,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,380,77.139,5.46266e+07,18.3061,8, 0.00140587,,0.000450086,0.00132294,0.00140587,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,384,78.011,5.64371e+07,17.7189,8, 0.00295397,,0.00110649,0.00219347,0.00295397,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,388,83.56,5.88908e+07,16.9806,8, 0.00177191,,0.000623331,0.00177191,0.000757667,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,392,86.345,6.13163e+07,16.3089,8, 0.0013896,,0.00106342,0.0013896,0.00100645,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,396,90.129,6.29624e+07,15.8825,8, 0.00156626,,0.0010847,0.00103611,0.00156626,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,400,94.506,6.59114e+07,15.1719,8, 0.00089027,,0.00089027,0.000711983,0.000333525,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,404,96.029,6.55624e+07,15.2526,8, 0.00154179,,0.000554203,0.000440682,0.00154179,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,408,101.74,6.87222e+07,14.5513,8, 0.000414741,,0.000113153,0.000282638,0.000414741,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,412,105.106,7.00028e+07,14.2851,8, 0.00137609,,0.000409484,0.000294212,0.00137609,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,416,108.375,7.38587e+07,13.5394,8, 0.00108915,,0.000994551,0.000490268,0.00108915,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,420,109.195,7.73934e+07,12.921,8, 0.00234137,,0.000535123,0.000662049,0.00234137,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,424,112.495,7.82155e+07,12.7852,8, 0.000928082,,0.000928082,0.000794855,0.000492332,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,428,118.375,7.89713e+07,12.6628,8, 0.000989589,,0.000954299,0.000902179,0.000989589,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,432,118.725,8.31328e+07,12.0289,8, 0.0013496,,0.000784726,0.000966116,0.0013496,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,436,135.99,8.70864e+07,11.4828,8, 0.000985456,,0.000485028,0.000985456,0.000775689,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,440,132.386,9.1156e+07,10.9702,8, 0.00115099,,8.77456e-05,0.000961497,0.00115099,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,444,132.862,9.40318e+07,10.6347,8, 0.000877824,,0.000378297,0.000877824,0.0004891,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,448,130.906,9.68912e+07,10.3209,8, 0.00125194,,0.000902326,0.000717474,0.00125194,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,452,140.381,9.82634e+07,10.1767,8, 0.000799818,,0.000468066,0.000472231,0.000799818,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,456,155.96,1.02993e+08,9.70942,8, 0.00186321,,0.000824568,0.000239771,0.00186321,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,460,156.662,1.3271e+08,7.5352,8, 0.000990467,,0.000846953,0.000990467,0.000294945,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,464,152.28,1.15391e+08,8.66617,8, 0.00164858,,0.000692759,0.00164858,0.000954485,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,468,163.703,1.17216e+08,8.53123,8, 0.00133021,,0.000423776,0.00133021,0.00114999,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,472,171.496,1.26189e+08,7.92463,8, 0.00163213,,7.08764e-05,0.00103565,0.00163213,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,476,180.585,1.28048e+08,7.80954,8, 0.000853809,,0.000347139,0.000769854,0.000853809,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,480,174.789,1.58535e+08,6.30777,8, 0.000821827,,0.000821827,0.000528198,0.000542586,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,484,187.987,1.49344e+08,6.69597,8, 0.00113543,,0.000412729,0.000326999,0.00113543,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,488,184.69,1.46098e+08,6.84473,8, 0.000734809,,0.000734809,0.000202034,0.000530365,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,492,204.785,1.51508e+08,6.6003,8, 0.00147848,,0.000755183,0.00022202,0.00147848,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,496,208.419,1.62982e+08,6.13564,8, 0.000618968,,0.000618968,0.000371998,0.00020102,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,500,219.696,1.7143e+08,5.83329,8, 0.000921359,,0.000378872,0.000508212,0.000921359,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,504,221.071,1.78289e+08,5.60886,8, 0.000975827,,5.81156e-05,0.000610647,0.000975827,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,508,220.914,1.77917e+08,5.6206,8, 0.00211903,,0.000323731,0.000691395,0.00211903,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,512,212.918,1.77569e+08,5.63161,8, 0.000755619,,0.000755619,0.000742009,0.000616333,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,516,227.302,1.99266e+08,5.01842,8, 0.000756911,,0.000367775,0.000756911,0.000578711,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,8,0.172,664150,1505.68,8, 0.245828,,0.0392071,0.245828,0.205864,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,12,0.056,245997,4065.09,8, 0.0586456,,0.0126693,0.0586456,0.0514305,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,16,0.076,339699,2943.78,8, 0.0193905,,0.00899919,0.0159025,0.0193905,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,20,0.119,452410,2210.38,8, 0.00567773,,0.00550951,0.0049656,0.00567773,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,24,0.198,637162,1569.46,8, 0.002965,,0.002965,0.00178686,0.00105544,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,28,0.288,6.18111e+06,161.783,8, 0.00144903,,0.00144903,0.000714873,0.000637616,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,32,0.433,1.16123e+06,861.157,8, 0.000633744,,0.000633744,0.00031026,0.000526117,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,36,0.756,1.14509e+06,873.295,8, 0.000302831,,0.000246881,0.000143485,0.000302831,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,40,0.933,1.3566e+06,737.138,8, 0.000112498,,0.000112498,7.05117e-05,0.000106884,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,44,1.292,1.77206e+06,564.316,8, 7.63503e-05,,7.63503e-05,4.77616e-05,5.71695e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,48,1.352,1.84978e+06,540.606,8, 6.65586e-05,,6.65586e-05,3.17894e-05,5.66148e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,52,1.895,2.0623e+06,484.895,8, 5.88226e-05,,5.88226e-05,2.20331e-05,4.92571e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,56,2.172,2.40564e+06,415.69,8, 4.80017e-05,,4.80017e-05,1.60513e-05,2.69847e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,60,2.531,2.85334e+06,350.467,8, 3.52337e-05,,3.52337e-05,1.20685e-05,1.27894e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,64,2.978,3.26881e+06,305.922,8, 2.2946e-05,,2.2946e-05,1.03376e-05,1.18131e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,68,3.588,3.62152e+06,276.127,8, 1.36715e-05,,1.36715e-05,8.78288e-06,1.28963e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,72,4.78,4.56017e+06,219.29,8, 9.70003e-06,,9.19614e-06,7.3662e-06,9.70003e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,76,5.419,4.7752e+06,209.415,8, 7.66304e-06,,7.66304e-06,6.12559e-06,4.69522e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,80,6.677,5.38485e+06,185.706,8, 7.21992e-06,,7.21992e-06,5.05965e-06,3.77809e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,84,7.266,5.74231e+06,174.146,8, 6.82136e-06,,6.82136e-06,4.15302e-06,4.39858e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,88,8.495,6.3989e+06,156.277,8, 6.067e-06,,6.067e-06,3.38713e-06,4.13897e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,92,9.818,7.15848e+06,139.694,8, 4.95465e-06,,4.95465e-06,2.74925e-06,2.59784e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,96,11.448,8.07178e+06,123.888,8, 3.68809e-06,,3.68809e-06,2.22687e-06,1.63217e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,100,11.341,9.03332e+06,110.701,8, 2.60626e-06,,2.60626e-06,1.78625e-06,1.66191e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,104,13.542,9.93206e+06,100.684,8, 2.03652e-06,,2.03652e-06,1.42012e-06,1.92356e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,108,16.121,1.10796e+07,90.2562,8, 1.83199e-06,,1.83199e-06,1.12034e-06,1.51733e-06,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,112,18.151,1.20037e+07,83.3074,8, 1.77396e-06,,1.77396e-06,8.79363e-07,8.57712e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,116,19.193,1.29281e+07,77.3507,8, 1.70995e-06,,1.70995e-06,6.97624e-07,7.78917e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,120,22.347,1.44701e+07,69.1081,8, 1.56724e-06,,1.56724e-06,5.62554e-07,9.44695e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,124,21.742,1.52768e+07,65.4587,8, 1.33876e-06,,1.33876e-06,4.92644e-07,9.019e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,128,27.407,1.85184e+07,54.0005,8, 1.06364e-06,,1.06364e-06,4.34792e-07,5.95038e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,132,29.279,1.91727e+07,52.1575,8, 8.20552e-07,,8.20552e-07,3.84993e-07,4.33869e-07,
